"Speaker","Gender","Age","BirthYear","LabovHierarchy","AlveolarStatus","VelarStatus","BilabialStatus","LabiodentalStatus","Voicing","OralStopStatus","Nasality","LateralStatus","Frication","Sonority","PlaceOfArticulation","MannerOfArticulation","Syllables","Context","Vowel","FREQcount","Lg10WF","Lg10WF_c","F1_raw","F2_raw","F1","F2"
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,650.7671313,1242.572877,533.119,1278.386
"M1992b","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,682.540595,1219.739691,554.463,1261.293
"M1992b","M","Y",1992,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,705.1421506,1223.680828,569.721,1264.231
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,664.2930739,1189.328798,542.203,1238.592
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,707.3540677,1213.914819,571.132,1257.02
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,714.3413553,1285.4832,575.895,1310.435
"M1992b","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,673.4533366,1299.808597,548.377,1321.118
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,689.2605929,1139.531879,558.961,1201.469
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,781.6035396,1309.439985,621.141,1328.329
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,645.7638736,1362.697597,529.679,1368.123
"M1992b","M","Y",1992,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,643.152495,1313.900087,527.915,1331.801
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,619.5000116,1234.975488,554.816,1274.647
"M1992a","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,570.5571381,1343.393505,510.187,1363.316
"M1992a","M","Y",1992,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,617.1627789,1281.445314,552.699,1312.572
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,548.3464727,1320.540691,489.901,1344.62
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,527.4498956,994.310691,470.85,1078.348
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,612.0558064,1259.506103,548.024,1294.678
"M1992a","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,643.3836271,1270.9169,576.601,1304.025
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,646.7945067,1295.590929,579.688,1324.323
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,533.9873917,1149.608604,476.848,1205.208
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,623.9851457,1267.718238,558.873,1301.354
"M1992a","M","Y",1992,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,629.194218,1327.221965,563.636,1349.962
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,717.1645172,1262.643765,570.162,1297.081
"M1991","M","Y",1991,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,720.726401,1282.68207,572.367,1311.236
"M1991","M","Y",1991,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,690.8012528,1221.339585,554.022,1268.237
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,679.7421358,1144.515897,547.231,1214.288
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,556.5666493,1076.983922,471.82,1166.749
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,737.0643197,1292.008035,582.422,1317.913
"M1991","M","Y",1991,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,731.3927628,1262.621557,578.894,1297.081
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,810.5756122,1292.485831,627.492,1318.18
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,586.3872959,1135.842821,490.078,1208.146
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,735.2211031,1326.424454,581.275,1341.95
"M1991","M","Y",1991,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,690.9907651,1196.322507,554.198,1250.61
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,744.4246121,1224.666116,572.632,1263.43
"M1989","M","Y",1989,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,709.7069247,1276.492018,551.464,1306.696
"M1989","M","Y",1989,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,740.0264618,1185.667856,569.986,1230.847
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,691.1419575,1197.849526,540.175,1241.263
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,709.3485758,1194.53708,551.288,1238.325
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,717.9837874,1294.201609,556.58,1321.652
"M1989","M","Y",1989,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,730.7258097,1303.639077,564.253,1329.397
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,769.0813211,1299.237351,587.626,1325.925
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,692.9228293,1211.280355,541.233,1252.48
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,747.3829076,1284.750431,574.484,1313.64
"M1989","M","Y",1989,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,748.3156932,1287.581084,575.013,1316.043
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,737.5457393,1351.092235,561.607,1263.43
"M1988","M","Y",1988,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,736.0319492,1382.930201,560.725,1283.995
"M1988","M","Y",1988,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,757.7973068,1310.505938,573.073,1237.257
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,722.6267519,1307.816149,553.14,1235.654
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,724.1628467,1351.152258,553.934,1263.697
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,731.9993211,1389.153687,558.432,1288.001
"M1988","M","Y",1988,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,708.5974851,1409.13496,545.114,1301.087
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,808.6360785,1287.654731,601.914,1222.568
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,680.1087328,1274.875217,528.973,1214.288
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,779.9816842,1304.851603,585.685,1233.785
"M1988","M","Y",1988,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,757.6483986,1326.428131,572.985,1247.673
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,747.1528698,1386.402581,548.818,1327.795
"M1987","M","Y",1987,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,699.8687127,1361.69909,521.3,1306.162
"M1987","M","Y",1987,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,694.2015403,1374.602485,517.948,1317.646
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,662.6902051,1292.595862,499.691,1246.07
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,679.0877758,1264.777328,509.217,1221.767
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,702.8222666,1430.334751,522.976,1366.253
"M1987","M","Y",1987,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,748.9830912,1398.570513,549.877,1338.478
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,770.5074273,1307.67006,562.401,1259.157
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,641.6612557,1383.916206,487.432,1325.658
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,766.3160348,1355.280294,559.931,1300.553
"M1987","M","Y",1987,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,768.4865047,1404.668248,561.166,1343.819
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,810.2537765,1467.41988,618.407,1331
"M1961","M","O",1961,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,660.9213923,1428.408331,524.74,1305.093
"M1961","M","O",1961,4,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,694.2058922,1401.253854,545.643,1286.932
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,697.972369,1381.670571,548.024,1273.846
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,661.0473735,1163.335761,524.828,1128.291
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,711.2284963,1431.559926,556.315,1307.23
"M1961","M","O",1961,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,699.6575308,1479.865103,549.083,1339.546
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,772.6000077,1476.271235,594.77,1337.142
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,719.7005721,1227.509353,561.607,1171.023
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,739.0148256,1457.105433,573.778,1324.323
"M1961","M","O",1961,4,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,726.830429,1403.796763,566.105,1288.802
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,821.8061884,1394.255158,583.039,1301.889
"M1960","M","O",1960,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,762.7076519,1300.037865,552.434,1238.058
"M1960","M","O",1960,4,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,787.2998058,1370.491177,565.135,1285.597
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,822.4981376,1352.341177,583.392,1273.312
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,632.8320659,1295.590057,485.138,1234.853
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,801.8949136,1356.503043,572.72,1276.25
"M1960","M","O",1960,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,734.0626215,1385.465967,537.617,1296.013
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,806.0882883,1320.036192,574.925,1251.412
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,711.5753126,1160.048096,525.975,1142.98
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,886.6847382,1461.615162,616.643,1347.558
"M1960","M","O",1960,4,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,822.9868131,1435.192788,583.657,1329.664
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,586.5469653,1049.484183,545.467,1166.749
"M1957","M","O",1957,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,560.0618265,1209.37801,523.505,1262.095
"M1957","M","O",1957,4,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,570.3143596,1320.423204,531.972,1328.329
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,544.5689853,1003.021988,510.628,1138.974
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,602.2338734,1082.652765,558.432,1186.513
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,595.2125848,1051.433864,552.611,1167.818
"M1957","M","O",1957,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,649.3159683,1220.525609,597.504,1268.771
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,687.9887914,1315.536676,629.52,1325.391
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,531.349163,1267.897015,499.691,1296.814
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,621.4069272,911.4984057,574.308,1084.491
"M1957","M","O",1957,4,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,550.1014171,863.6205366,515.214,1055.914
"M1953","M","O",1953,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","fuss","u",364,2.5623,-0.592678859060403,633.5622998,1264.822144,586.391,1295.212
"M1953","M","O",1953,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","hug","u",986,2.9943,-0.160678859060403,617.9442289,1262.466733,574.925,1293.609
"M1953","M","O",1953,4,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","rough","u",1907,3.2806,0.125621140939598,609.4696004,1244.535574,568.663,1282.392
"M1953","M","O",1953,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","buzz","u",814,2.9112,-0.243778859060403,620.0256862,1181.535521,576.424,1242.865
"M1953","M","O",1953,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","gull","u",56,1.7559,-1.3990788590604,552.6347303,1134.580222,526.945,1213.22
"M1953","M","O",1953,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mud","u",756,2.8791,-0.275878859060402,587.4746329,1246.946102,552.522,1283.995
"M1953","M","O",1953,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","stuck","u",3399,3.5315,0.376521140939597,682.4688234,1306.795792,622.288,1321.652
"M1953","M","O",1953,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,516.6381965,1158.92768,500.485,1228.443
"M1953","M","O",1953,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,614.9331703,1238.188831,572.72,1278.386
